SPECIES,LATITUDE,LONGITUDE,longlat.uncertainty,Year,Month
Atriplex spongiosa,-27.275,134.548,150,1996,9
Atriplex fissivalvis,-27.808611,135.723056,150,1996,9
Atriplex holocarpa,-28.210556,134.641389,150,1996,9
Atriplex vesicaria,-27.274722,134.516944,150,1996,9
Atriplex vesicaria,-28.217222,134.545278,150,1996,9
Atriplex holocarpa,-27.754167,135.238333,150,1996,9
Atriplex quinii,-27.804167,135.686389,150,1996,9
Atriplex spongiosa,-28.217222,134.545278,150,1996,9
Atriplex spongiosa,-27.765278,135.635556,150,1996,9
Atriplex spongiosa,-27.75,135.24,150,1996,9
Atriplex incrassata,-27.778056,135.208889,150,1996,9
Atriplex nummularia subsp. nummularia,-27.766944,136.683056,150,1996,9
Atriplex fissivalvis,-28.201944,134.774722,150,1996,9
Atriplex vesicaria,-27.762778,136.606944,150,1996,9
Atriplex nummularia subsp. nummularia,-27.709722,136.696389,150,1996,9
Atriplex incrassata,-28.213056,135.421667,150,1996,9
Atriplex lindleyi,-27.771,135.635,150,1996,9
Atriplex angulata,-27.275,134.548,150,1996,9
Atriplex angulata,-28.209722,134.660556,150,1996,9
Atriplex angulata,-28.217222,134.545278,150,1996,9
Atriplex lindleyi,-27.807,135.725,150,1996,9
Atriplex angulata,-28.211389,134.794167,150,1996,9
Atriplex lindleyi,-28.211389,134.794167,150,1996,9
Atriplex quinii,-28.201944,134.774722,150,1996,9
Atriplex quinii,-28.215833,134.583056,150,1996,9
Atriplex quinii,-28.217222,134.545278,150,1996,9
Atriplex vesicaria,-27.762778,136.606944,150,1996,9
Atriplex fissivalvis,-27.762778,136.606944,150,1996,9
Atriplex vesicaria,-27.783611,136.642222,150,1996,9
Atriplex stipitata,-33.8275,138.1189,15,1994,9
Atriplex paludosa subsp. cordata,-33.524722,137.988611,15,1994,9
Atriplex paludosa subsp. cordata,-33.381667,137.977222,15,1994,9
Atriplex semibaccata,-33.443333,137.998333,15,1994,9
Atriplex paludosa subsp. cordata,-33.335278,137.943611,15,1994,9
Atriplex acutibractea,-34.102222,137.654444,15,1994,9
Atriplex vesicaria subsp. calcicola,-33.340278,137.897222,15,1994,9
Atriplex vesicaria subsp. macrocystidia,-33.264444,137.863889,15,1994,9
Atriplex pumilio,-34.387,137.525,15,1994,9
Atriplex acutibractea subsp. karoniensis,-33.801944,137.737778,150,1994,9
Atriplex paludosa subsp. cordata,-33.909444,137.636111,15,1994,9
Atriplex suberecta,-30.716667,134.483333,1000,1985,9
Atriplex elachophylla,-26.615278,129.314167,150,1995,9
Atriplex holocarpa,-30.133333,133.05,1000,1995,9
Atriplex vesicaria,-30.133333,133.05,1000,1995,9
Atriplex vesicaria,-30.866667,134.983333,1000,1995,9
Atriplex stipitata,-33.460278,137.973056,15,1994,9
Atriplex stipitata,-33.381667,137.977222,15,1994,9
Atriplex paludosa subsp. cordata,-34.540278,137.524444,15,1994,9
Atriplex eardleyae,-31.3,138.666667,1000,1971,9
Atriplex limbata,-31.3,138.666667,1000,1971,9
Atriplex limbata,-26.121667,129.368333,15,1995,9
Atriplex velutinella,-27.758333,140.698889,15,1995,9
Atriplex lobativalvis,-27.085833,140.671111,15,1995,9
Atriplex velutinella,-31.466667,135.366667,1000,1995,9
Atriplex vesicaria,-32.588333,139.588333,150,1986,9
Atriplex vesicaria,-32.591667,139.591667,1000,1986,9
Atriplex holocarpa,-32.591667,139.591667,1000,1985,9
Atriplex vesicaria,-32.333333,139.625,1000,1985,9
Atriplex vesicaria,-32.333333,139.625,1000,1985,9
Atriplex acutibractea subsp. acutibractea,-33.165376,139.659402,1000,1985,9
Atriplex vesicaria,-32.558333,138.858333,1000,1985,9
Atriplex vesicaria,-32.554,138.856,150,1985,9
Atriplex angulata,-32.558333,138.858333,1000,1985,9
Atriplex angulata,-32.558333,138.858333,1000,1985,9
Atriplex lindleyi subsp. lindleyi,-33.37,139.35,1000,1985,9
Atriplex vesicaria,-33.366667,139.35,1000,1985,9
Atriplex vesicaria,-33.366667,139.35,1000,1985,9
Atriplex vesicaria,-32.583333,138.833333,1000,1985,9
Atriplex vesicaria,-32.583333,138.833333,1000,1985,9
Atriplex vesicaria,-32.575,138.85,1000,1985,9
Atriplex vesicaria,-32.575,138.85,1000,1985,9
Atriplex velutinella,-26.616667,135.9,10000,1986,9
Atriplex limbata,-26,136,1000,1986,9
Atriplex nummularia,-26.516667,135.466667,1000,1986,9
Atriplex holocarpa,-29.283333,136.683333,1000,1986,9
Atriplex holocarpa,-29.283333,136.683333,1000,1986,9
Atriplex nummularia subsp. omissa,-29.282046,136.684393,1000,1986,9
Atriplex nummularia subsp. omissa,-29.282046,136.684393,1000,1986,9
Atriplex velutinella,-28.95,136.383333,10000,1986,9
Atriplex nummularia,-28.95,136.383333,10000,1986,9
Atriplex nummularia,-28.95,136.383333,1000,1986,9
Atriplex vesicaria,-26.882046,135.26772,1000,1986,9
Atriplex obconica,-26.883333,135.266667,10000,1986,9
Atriplex holocarpa,-26.883333,135.266667,10000,1986,9
Atriplex obconica,-26.883333,135.266667,10000,1986,9
Atriplex vesicaria,-26.883333,135.266667,1000,1986,9
Atriplex vesicaria,-26.883333,135.266667,1000,1986,9
Atriplex angulata,-27.266667,135.933333,1000,1986,9
Atriplex vesicaria,-27.016667,135.666667,30000,1986,9
Atriplex spongiosa,-27.05,135.666667,10000,1986,9
Atriplex angulata,-27.05,135.666667,1000,1986,9
Atriplex vesicaria,-27.016667,135.666667,30000,1986,9
Atriplex fissivalvis,-26.829266,135.76577,1000,1986,9
Atriplex fissivalvis,-26.829266,135.76577,1000,1986,9
Atriplex acutiloba,-26.816667,135.75,1000,1986,9
Atriplex fissivalvis,-28.433333,135.583333,1000,1986,9
Atriplex vesicaria,-28.433333,135.583333,10000,1986,9
Atriplex holocarpa,-28.433333,135.583333,1000,1986,9
Atriplex holocarpa,-28.433333,135.583333,1000,1986,9
Atriplex lindleyi subsp. conduplicata,-28.43205,135.584395,10000,1986,9
Atriplex lindleyi subsp. conduplicata,-28.266667,135.583333,10000,1986,9
Atriplex vesicaria,-28.433333,135.583333,10000,1986,9
Atriplex nummularia,-28.266667,135.583333,10000,1986,9
Atriplex cinerea,-35.083333,138.5,1000,1986,9
Atriplex cinerea,-35.083333,138.5,1000,1986,9
Atriplex elachophylla,-27.137778,132.386667,150,1992,9
Atriplex elachophylla,-26.205556,130.358333,15,1992,9
Atriplex holocarpa,-30.983333,138.583333,30000,1956,9
Atriplex lindleyi subsp. quadripartita,-29.75,137.52,30000,1941,9
Atriplex vesicaria,-32.642222,136.794444,1000,1981,9
Atriplex vesicaria,-32.642222,136.794444,1000,1981,9
Atriplex stipitata,-33.8806,137.7025,150,1994,9
Atriplex macropterocarpa,-31.291493,137.623292,30000,1968,9
Atriplex leptocarpa,-33.936758,141.002175,10000,1998,12
Atriplex nummularia,-34.050647,140.90551,10000,1967,12
Atriplex acutibractea subsp. karoniensis,-34.3529,139.6136,10000,1970,12
Atriplex velutinella,-28.3,136.483333,1000,1971,12
Atriplex paludosa subsp. cordata,-33.27,137.85,10000,1973,12
Atriplex vesicaria,-29.016667,134.75,10000,1977,12
Atriplex holocarpa,-27.55,135.45,10000,1977,12
Atriplex fissivalvis,-27.545658,135.446612,10000,1977,12
Atriplex turbinata,-27.55,135.45,10000,1977,12
Atriplex spongiosa,-27.55,135.45,10000,1977,12
Atriplex acutiloba,-32.064,139.383,10000,1924,12
Atriplex eardleyae,-32.064,139.383,1000,1924,12
Atriplex cinerea,-34.900949,138.492767,10000,1926,12
Atriplex limbata,-28.383333,134.716667,1000,1957,12
Atriplex suberecta,-28.383333,134.716667,30000,1957,12
Atriplex lindleyi subsp. conduplicata,-30.174,139.59,1000,1979,12
Atriplex angulata,-30.197029,139.697151,10000,1979,12
Atriplex paludosa subsp. cordata,-33.92,137.65,1000,1979,12
Atriplex paludosa subsp. cordata,-33.924,138.359,1000,1979,12
Atriplex angulata,-29.75,137.516667,10000,1926,12
Atriplex vesicaria,-29.75,137.516667,10000,1926,12
Atriplex limbata,-29.75,137.516667,30000,1926,12
Atriplex stipitata,-32.85,137.95,10000,1982,12
Atriplex suberecta,-32.85,137.95,10000,1982,12
Atriplex stipitata,-31.365375,138.717728,10000,1980,12
Atriplex holocarpa,-29.15,136.57,10000,1926,12
Atriplex spongiosa,-29.4,136.816667,10000,1926,12
Atriplex nummularia,-29.4,136.816667,10000,1927,12
Atriplex semibaccata,-34.9426,138.6336,10000,1936,12
Atriplex suberecta,-34.928056,138.512778,10000,1926,12
Atriplex limbata,-28.916667,136.333333,10000,1926,12
Atriplex eardleyae,-31.566667,138.583333,10000,1930,12
Atriplex suberecta,-28.25,134.983333,1000,1957,12
Atriplex limbata,-28.383333,134.716667,1000,1957,12
Atriplex vesicaria,-28.546111,135.914444,10000,1976,12
Atriplex vesicaria,-28.546111,135.914444,10000,1976,12
Atriplex suberecta,-28.25,134.983333,30000,1957,12
Atriplex spongiosa,-30.341667,137.033333,30000,1960,12
Atriplex vesicaria,-28.919444,135.875833,10000,1960,12
Atriplex eardleyae,-34.385658,139.710804,10000,1964,12
Atriplex limbata,-28.25,134.983333,30000,1957,12
Atriplex limbata,-30.341667,137.033333,10000,1960,12
Atriplex limbata,-30.342048,137.034123,30000,1960,12
Atriplex crassipes var. crassipes,-30.266667,138.116667,10000,1929,12
Atriplex paludosa subsp. cordata,-34.85,138.58,10000,1919,12
Atriplex paludosa subsp. cordata,-34.85,138.58,10000,1919,12
Atriplex paludosa subsp. cordata,-34.85,138.58,10000,1919,12
Atriplex semibaccata,-34.816667,138.583333,10000,1910,12
Atriplex vesicaria,-32.9075,137.979722,10000,1913,12
Atriplex cinerea,-34.915671,138.499711,10000,1911,12
Atriplex vesicaria,-29.161667,136.556667,150,1974,12
Atriplex vesicaria,-29.161667,136.556667,150,1974,12
Atriplex morrisii,-29.65,136.25,1000,1974,12
Atriplex angulata,-30.55,138.616667,1000,1974,12
Atriplex vesicaria,-29.9,131.583333,30000,1974,12
Atriplex eardleyae,-32.812606,138.261357,10000,1938,12
Atriplex semibaccata,-32.833333,138.183333,10000,1938,12
Atriplex semibaccata,-36.4,140.9,10000,1934,12
Atriplex leptocarpa,-34.1,139.883333,125000,1913,12
Atriplex leptocarpa,-35.367611,139.364153,125000,1913,12
Atriplex paludosa subsp. cordata,-34.6,137.5,1000,1974,12
Atriplex paludosa subsp. cordata,-34.6,137.5,1000,1974,12
Atriplex paludosa subsp. cordata,-34.18,138.15,1000,1979,12
Atriplex paludosa subsp. cordata,-34.18,138.15,1000,1979,12
Atriplex spongiosa,-29.661667,136.25,150,1974,12
Atriplex angulata,-30.583333,138.666667,1000,1974,12
Atriplex lindleyi subsp. inflata,-30.174,139.59,150,1979,12
Atriplex lindleyi,-30.583333,138.666667,1000,1974,12
Atriplex lobativalvis,-29.995,136.25,1000,1974,12
Atriplex quinii,-29.661667,137.586667,150,1974,12
Atriplex prostrata,-34.9,138.616667,10000,1983,12
Atriplex suberecta,-34.716667,139.5,1000,1983,12
Atriplex suberecta,-34.7,139.416667,1000,1983,12
Atriplex cinerea,-35.6,139,10000,1981,12
Atriplex semibaccata,-34.933333,138.533333,1000,1967,12
Atriplex vesicaria,-31.145,136.811944,1000,1969,12
Atriplex suberecta,-34.872778,138.506667,10000,1968,12
Atriplex suberecta,-34.9,138.5,10000,1969,12
Atriplex angulata,-30.592596,138.399945,10000,1960,12
Atriplex semibaccata,-34.848333,138.498611,10000,1969,12
Atriplex vesicaria,-33.473889,136.678889,150,2002,12
Atriplex stipitata,-33.186111,136.844444,15,2002,12
Atriplex paludosa subsp. cordata,-34.836111,138.571111,150,2001,12
Atriplex stipitata,-34.368992,139.680249,150,2001,12
Atriplex holocarpa,-32.5,137.796,30000,2005,12
Atriplex suberecta,-35.116667,139.266667,10000,1916,12
Atriplex suberecta,-32.5,137.766667,10000,1935,12
Atriplex suberecta,-32.975,138.835278,10000,1935,12
Atriplex acutibractea subsp. karoniensis,-33.864,136.406,30000,1964,12
Atriplex suberecta,-33.682222,138.940556,150,2012,12
Atriplex cinerea,-35.008889,136.183889,150,1997,12
Atriplex quadrivalvata,-27.843333,134.32,150,2010,12
Atriplex stipitata,-33.8412,138.0664,10000,1966,12
Atriplex semibaccata,-36.4,140.9,10000,1961,12
Atriplex paludosa subsp. cordata,-34.9,138.5,10000,1957,12
Atriplex cinerea,-35.758181,137.802785,10000,1957,12
Atriplex spongiosa,-28.3,136.483333,1000,1971,12
Atriplex stipitata,-32.733611,137.149167,10000,1969,12
Atriplex stipitata,-32.059167,138.423056,30000,1970,12
Atriplex paludosa subsp. cordata,-33.082054,138.034417,1000,1970,12
Atriplex paludosa subsp. cordata,-33.082054,138.034417,1000,1970,12
Atriplex eardleyae,-32.857,137.916,30000,1970,12
Atriplex lindleyi,-33.188166,137.972197,10000,1970,12
Atriplex holocarpa,-32.825,137.976,30000,1970,12
Atriplex paludosa subsp. cordata,-33.814845,136.853881,10000,1970,12
Atriplex paludosa subsp. cordata,-33.814845,136.853881,10000,1970,12
Atriplex stipitata,-34.155278,137.914167,30000,1970,12
Atriplex cinerea,-35.290396,138.449994,1000,1969,12
Atriplex cinerea,-34.900949,138.492767,10000,1957,12
Atriplex limbata,-34.283333,140.6,10000,1967,12
Atriplex pumilio,-34.266667,140.502222,1000,1967,12
Atriplex suberecta,-34.6475,134.781667,10000,1947,12
Atriplex semibaccata,-33.741667,138.308333,10000,1966,12
Atriplex leptocarpa,-33.741667,138.308333,1000,1966,12
Atriplex lindleyi subsp. lindleyi,-33.362888,138.109143,10000,1966,12
Atriplex quinii,-28.204722,134.483333,30000,1954,12
Atriplex quinii,-28.203445,134.484402,30000,1954,12
Atriplex suberecta,-34.945556,138.529722,10000,1963,12
Atriplex suberecta,-33.783333,138.216667,10000,1966,12
Atriplex paludosa subsp. paludosa,-35.530391,139.272767,30000,1959,12
Atriplex incrassata,-30.87092,139.881878,30000,1920,12
Atriplex holocarpa,-30.2,136.883333,10000,1964,12
Atriplex holocarpa,-30.2,136.883333,10000,1964,12
Atriplex velutinella,-29.45,138.3,1000,1964,12
Atriplex holocarpa,-29.45,138.3,1000,1964,12
Atriplex limbata,-30.233333,137.633333,1000,1964,12
Atriplex paludosa subsp. cordata,-34.88206,138.484433,10000,1962,12
Atriplex cinerea,-34.885671,138.484433,10000,1962,12
Atriplex cinerea,-34.885671,138.484433,10000,1962,12
Atriplex paludosa subsp. cordata,-34.65,140.78,10000,1947,12
Atriplex cinerea,-35.266667,138.483333,10000,1985,12
Atriplex cinerea,-35.266667,138.483333,10000,1985,12
Atriplex acutibractea subsp. acutibractea,-29.896507,134.682193,30000,1960,12
Atriplex holocarpa,-28.919444,135.875833,10000,1960,12
Atriplex paludosa subsp. cordata,-34.73208,135.884456,1000,1983,12
Atriplex paludosa subsp. cordata,-34.73208,135.884456,1000,1983,12
Atriplex velutinella,-30.266667,137.216667,10000,1960,12
Atriplex obconica,-28.9,136.166667,30000,1960,12
Atriplex velutinella,-30.342048,137.034123,10000,1960,12
Atriplex velutinella,-30.341667,137.033333,30000,1960,12
Atriplex limbata,-28.888162,135.710509,10000,1960,12
Atriplex limbata,-30.342048,137.034123,30000,1960,12
Atriplex stipitata,-35,139.2,10000,1954,12
Atriplex paludosa subsp. cordata,-34.832059,138.584432,10000,1919,12
Atriplex vesicaria,-28.919444,135.875833,10000,1960,12
Atriplex suberecta,-34.6,138.75,10000,1981,12
Atriplex pseudocampanulata,-29.4,137.933333,1000,1989,12
Atriplex semibaccata,-34.85,138.633333,1000,1986,12
Atriplex paludosa subsp. cordata,-32.25,133.62,1000,1986,12
Atriplex limbata,-27.216667,140.166667,1000,1986,12
Atriplex crassipes,-27.3,140.2,1000,1986,12
Atriplex pseudocampanulata,-27.216667,140.166667,1000,1986,12
Atriplex angulata,-27.216667,140.166667,1000,1986,12
Atriplex eardleyae,-27.216667,140.166667,1000,1986,12
Atriplex limbata,-32.066667,139.383333,30000,1924,12
Atriplex limbata,-32.1,139.45,10000,1926,12
Atriplex paludosa subsp. cordata,-31.4,131.2,10000,1971,12
Atriplex paludosa subsp. cordata,-34.73,138.55,10000,1909,12
Atriplex paludosa subsp. cordata,-35.05,137.73,10000,1973,12
Atriplex cinerea,-35.043178,137.731942,10000,1973,12
Atriplex lindleyi subsp. conduplicata,-28.915381,136.334393,30000,1926,12
Atriplex suberecta,-34.933333,139.333333,1000,1985,12
Atriplex papillata,-30.5,140,10000,1991,12
Atriplex holocarpa,-32.982053,138.06775,1000,1997,12
Atriplex cinerea,-35.157078,136.465845,10000,1963,12
Atriplex cinerea,-35.077061,138.50138,10000,1967,12
Atriplex vesicaria,-35.601667,138.097778,150,1997,12
Atriplex vesicaria,-35.601667,138.097778,150,1997,12
Atriplex lindleyi subsp. lindleyi,-34.7,139.566667,1000,1995,12
Atriplex leptocarpa,-34.7,139.566667,1000,1995,12
Atriplex holocarpa,-29.065368,138.434376,1000,1995,12
Atriplex lindleyi subsp. lindleyi,-29.084534,138.426599,1000,1995,12
Atriplex limbata,-32.516944,137.709167,10000,1992,12
Atriplex vesicaria,-32.516944,137.709167,10000,1992,12
Atriplex leptocarpa,-29.433333,138.25,1000,1992,12
Atriplex eardleyae,-33.831774,138.873306,10000,1993,12
Atriplex cinerea,-35.666667,137.083333,1000,1980,12
Atriplex suberecta,-33.271389,138.3525,10000,1905,12
Atriplex stipitata,-34.044167,140.026667,150,1991,12
Atriplex stipitata,-34.098889,140.119167,150,1991,12
Atriplex stipitata,-33.8,140.025,150,1991,12
Atriplex suberecta,-32.216667,137.15,10000,1991,12
Atriplex spongiosa,-32.15,137.25,1000,1990,12
Atriplex spongiosa,-26.1,130.166667,10000,1992,12
Atriplex nummularia subsp. nummularia,-26.965418,129.167763,10000,1992,12
Atriplex vesicaria,-32.083333,139.166667,1000,1979,12
Atriplex vesicaria,-32.516944,137.709167,10000,1992,12
Atriplex semibaccata,-35.063167,139.068875,150,1998,12
Atriplex stipitata,-33.066513,136.072491,150,1997,12
Atriplex holocarpa,-32.657222,137.523889,150,1997,12
Atriplex semibaccata,-36.409444,140.861667,15,1995,12
Atriplex vesicaria,-35.601667,138.096389,150,1996,12
Atriplex cinerea,-34.833333,135.866667,10000,1985,12
Atriplex vesicaria,-32.05,139.55,30000,1976,12
Atriplex vesicaria,-32.466667,139.533333,1000,1976,12
Atriplex lindleyi subsp. conduplicata,-29.15,136.57,10000,1926,12
Atriplex cordifolia,-28.78981,138.555761,1000,1956,10
Atriplex cinerea,-34.433333,138.266667,10000,1954,10
Atriplex cordifolia,-30.12,140.13,1000,1963,10
Atriplex velutinella,-31.333333,138.583333,1000,1984,10
Atriplex velutinella,-31.333333,138.583333,1000,1984,10
Atriplex cinerea,-34.915671,138.499711,10000,1920,10
Atriplex eardleyae,-34.066667,139.866667,10000,1965,10
Atriplex paludosa subsp. paludosa,-36.3,139.7,1000,1975,10
Atriplex fissivalvis,-29.4,136.783333,1000,1978,10
Atriplex quadrivalvata var. quadrivalvata,-28.2,134.5,30000,1953,10
Atriplex obconica,-29.583333,137.433333,1000,1978,10
Atriplex velutinella,-27.733333,140.766667,30000,1963,10
Atriplex angulata,-28.8,138.55,1000,1956,10
Atriplex angulata,-32.121778,137.150805,10000,1939,10
Atriplex velutinella,-27.680556,140.198889,1000,1963,10
Atriplex suberecta,-34.066667,139.866667,10000,1965,10
Atriplex holocarpa,-29.4,136.783333,1000,1978,10
Atriplex holocarpa,-31.333333,138.583333,1000,1984,10
Atriplex paludosa subsp. paludosa,-35.558449,138.884993,10000,1954,10
Atriplex holocarpa,-29.15,136.566667,10000,1978,10
Atriplex leptocarpa,-34.35,139.616667,10000,1915,10
Atriplex limbata,-31.333333,138.583333,1000,1984,10
Atriplex limbata,-29.583333,137.433333,1000,1978,10
Atriplex lindleyi,-32.116667,137.15,10000,1954,10
Atriplex lindleyi,-32.116667,137.15,10000,1939,10
Atriplex lindleyi,-28.2,134.483333,30000,1953,10
Atriplex lindleyi subsp. inflata,-34.45,140.57,1000,1980,10
Atriplex nummularia,-29.4,136.783333,1000,1978,10
Atriplex nummularia,-29.483333,136.483333,125000,1978,10
Atriplex vesicaria,-29.15,136.566667,1000,1978,10
Atriplex vesicaria,-34.031667,139.66,10000,1964,10
Atriplex vesicaria,-32.1,135.966667,125000,1972,10
Atriplex vesicaria,-31.333333,138.583333,1000,1984,10
Atriplex vesicaria,-31.333333,138.583333,1000,1984,10
Atriplex paludosa subsp. cordata,-34.43,138.25,10000,1954,10
Atriplex paludosa subsp. cordata,-33,138,10000,1936,10
Atriplex holocarpa,-32.300833,136.263889,150,1985,10
Atriplex vesicaria,-32.5775,136.868611,150,1985,10
Atriplex holocarpa,-27.333333,140.7,1000,1986,10
Atriplex holocarpa,-27.6,140.366667,1000,1986,10
Atriplex cinerea,-35.65,137.633333,1000,1985,10
Atriplex cinerea,-35.65,137.633333,1000,1985,10
Atriplex holocarpa,-27.75,140.733333,10000,1916,10
Atriplex holocarpa,-32.466667,137.966667,10000,1916,10
Atriplex holocarpa,-29.616667,138.066667,10000,1917,10
Atriplex holocarpa,-32.583333,139.566667,10000,1917,10
Atriplex holocarpa,-29.616667,138.066667,10000,1917,10
Atriplex spongiosa,-30.282778,131.539722,150,1987,10
Atriplex vesicaria,-31.463333,132.831944,150,1987,10
Atriplex vesicaria,-32.133333,134.683333,1000,1987,10
Atriplex vesicaria,-31.454444,132.8425,150,1987,10
Atriplex lindleyi subsp. lindleyi,-33.86537,140.867731,1000,1988,10
Atriplex leptocarpa,-33.966667,140.883333,1000,1988,10
Atriplex leptocarpa,-33.933333,140.866667,1000,1988,10
Atriplex limbata,-33.95,140.983333,1000,1988,10
Atriplex eardleyae,-33.866667,141,1000,1988,10
Atriplex holocarpa,-33.866667,141,1000,1988,10
Atriplex stipitata,-33.95,140.866667,1000,1988,10
Atriplex eardleyae,-33.95,140.866667,1000,1988,10
Atriplex limbata,-33.933333,140.866667,1000,1988,10
Atriplex eardleyae,-33.933333,140.866667,1000,1988,10
Atriplex suberecta,-33.976667,140.898333,10000,1988,10
Atriplex leptocarpa,-33.983333,140.9,1000,1988,10
Atriplex eardleyae,-33.966667,140.9,1000,1988,10
Atriplex velutinella,-33.95,140.966667,1000,1988,10
Atriplex pseudocampanulata,-33.916667,140.883333,1000,1988,10
Atriplex holocarpa,-33.9,140.883333,1000,1988,10
Atriplex leptocarpa,-33.916667,140.883333,10000,1988,10
Atriplex stipitata,-33.9,140.9,1000,1988,10
Atriplex leptocarpa,-33.966667,140.883333,1000,1988,10
Atriplex leptocarpa,-33.966667,140.883333,10000,1988,10
Atriplex lindleyi subsp. lindleyi,-33.96537,140.884398,1000,1988,10
Atriplex eardleyae,-33.95,140.983333,1000,1988,10
Atriplex limbata,-33.866667,141,10000,1988,10
Atriplex lindleyi subsp. lindleyi,-30.6,137.3,1000,1989,10
Atriplex crassipes,-30.566667,137.3,10000,1989,10
Atriplex angulata,-27.7,139.116667,10000,1989,10
Atriplex angulata,-28.733333,138.583333,1000,1989,10
Atriplex vesicaria,-28.666667,138.783333,1000,1989,10
Atriplex velutinella,-29.959167,139.625278,1000,1987,10
Atriplex lindleyi,-29.959167,139.625278,1000,1987,10
Atriplex vesicaria,-30.616667,133.966667,1000,1987,10
Atriplex crassipes,-31.033333,137.05,10000,1987,10
Atriplex vesicaria,-30.849722,134.116389,150,1987,10
Atriplex vesicaria,-30.286111,133.027222,150,1987,10
Atriplex stipitata,-29.569315,130.082224,150,1987,10
Atriplex vesicaria,-30.855278,134.117222,150,1987,10
Atriplex vesicaria,-30.55,133.22,1000,1987,10
Atriplex acutibractea subsp. acutibractea,-32.132074,134.667771,1000,1987,10
Atriplex vesicaria,-31.771944,133.473056,150,1987,10
Atriplex vesicaria,-31.779722,133.432778,150,1987,10
Atriplex vesicaria,-32.133333,134.65,1000,1987,10
Atriplex vesicaria,-32.15,134.733333,1000,1987,10
Atriplex vesicaria,-30.21,131.520833,150,1987,10
Atriplex holocarpa,-30.183333,133.133333,1000,1987,10
Atriplex vesicaria,-30.15,133.05,1000,1987,10
Atriplex vesicaria,-30.21,131.520833,150,1987,10
Atriplex vesicaria,-30.578611,132.124444,150,1987,10
Atriplex stipitata,-30.577362,132.125552,150,1987,10
Atriplex stipitata,-30.267222,133.130833,150,1987,10
Atriplex vesicaria,-30.25,133.085833,150,1987,10
Atriplex vesicaria,-32.147222,135.715833,150,1985,10
Atriplex vesicaria,-32.2325,136.080833,1000,1985,10
Atriplex vesicaria,-32.629444,135.45,150,1985,10
Atriplex stipitata,-32.597222,135.280278,150,1985,10
Atriplex acutibractea subsp. acutibractea,-32.147222,135.715833,150,1985,10
Atriplex acutibractea subsp. acutibractea,-32.546111,136.081111,150,1985,10
Atriplex acutibractea subsp. acutibractea,-32.197778,135.509167,150,1985,10
Atriplex acutibractea subsp. acutibractea,-32.259444,135.822778,150,1985,10
Atriplex stipitata,-32.197778,135.509167,150,1985,10
Atriplex holocarpa,-32.265556,136.178611,150,1985,10
Atriplex acutibractea subsp. acutibractea,-32.400117,136.541924,150,1985,10
Atriplex stipitata,-32.228056,135.769444,150,1985,10
Atriplex vesicaria,-32.553056,136.926667,150,1985,10
Atriplex vesicaria,-32.553056,136.926667,150,1985,10
Atriplex vesicaria,-32.553056,136.926667,150,1985,10
Atriplex stipitata,-32.139167,135.240556,150,1985,10
Atriplex paludosa subsp. cordata,-35.1,138.5,10000,1964,10
Atriplex velutinella,-28.716667,138.633333,10000,1956,10
Atriplex angulata,-28.583333,138.666667,10000,1956,10
Atriplex angulata,-28.582031,138.667703,10000,1956,10
Atriplex cordifolia,-28.583333,138.666667,10000,1956,10
Atriplex paludosa subsp. cordata,-35.382054,139.567762,1000,1978,10
Atriplex paludosa subsp. cordata,-35.382054,139.567762,1000,1978,10
Atriplex cinerea,-34.9012,138.4936,10000,1923,10
Atriplex holocarpa,-29.507879,136.945782,30000,1978,10
Atriplex holocarpa,-29.37677,136.629118,30000,1978,10
Atriplex turbinata,-29.483333,136.866667,30000,1978,10
Atriplex lindleyi subsp. inflata,-29.36538,136.784393,1000,1978,10
Atriplex holocarpa,-29.483333,137.083333,10000,1978,10
Atriplex vesicaria,-27.183333,131.983333,10000,1955,10
Atriplex nummularia,-27.065678,132.006635,10000,1955,10
Atriplex fissivalvis,-29.916667,137.066667,10000,1978,10
Atriplex lindleyi subsp. quadripartita,-29.91538,137.067729,1000,1978,10
Atriplex vesicaria,-29.91538,137.067729,10000,1978,10
Atriplex vesicaria,-29.916667,137.066667,1000,1978,10
Atriplex velutinella,-29.916667,137.066667,10000,1978,10
Atriplex nummularia,-29.583333,137.216667,1000,1978,10
Atriplex holocarpa,-29.566667,137.216667,10000,1978,10
Atriplex cinerea,-36.832615,139.913332,30000,1976,10
Atriplex holocarpa,-31.487866,139.952439,10000,1971,10
Atriplex paludosa subsp. cordata,-34.8,138.5,10000,1967,10
Atriplex nummularia,-30.483333,137.166667,10000,1976,10
Atriplex holocarpa,-34.166667,139.233333,10000,1932,10
Atriplex vesicaria,-33.941667,140.991667,1000,1988,10
Atriplex lindleyi subsp. lindleyi,-32.865377,139.267737,1000,1987,10
Atriplex vesicaria,-30.516667,137.316667,1000,1989,10
Atriplex paludosa subsp. cordata,-35.2,136.9,1000,1974,10
Atriplex paludosa subsp. cordata,-35.25,136.83,10000,1974,10
Atriplex holocarpa,-31.65,138.35,30000,1968,10
Atriplex eardleyae,-31.653433,138.369956,10000,1968,10
Atriplex stipitata,-31.65,138.35,10000,1968,10
Atriplex nummularia,-31.625,132.069167,30000,1953,10
Atriplex vesicaria,-30.683333,134.55,30000,1929,10
Atriplex vesicaria,-31.616667,132.066667,10000,1953,10
