SPECIES,LATITUDE,LONGITUDE,longlat.uncertainty,Year,Month
Atriplex lindleyi subsp. inflata,-34.032037,140.8344,1000,1967,9
Atriplex angulata,-32.115937,138.098296,10000,1969,9
Atriplex elachophylla,-27.266667,134.1,1000,1958,9
Atriplex vesicaria,-32.333333,139.35,30000,1954,9
Atriplex lindleyi subsp. conduplicata,-28.8,135.2,10000,1966,9
Atriplex quinii,-27.966667,134.15,30000,1966,9
Atriplex paludosa subsp. cordata,-34.5,136.3,1000,1980,9
Atriplex paludosa subsp. cordata,-34.5,136.3,1000,1980,9
Atriplex paludosa subsp. cordata,-34.6,136.3,1000,1980,9
Atriplex paludosa subsp. cordata,-34.5,136.3,1000,1980,9
Atriplex quinii,-30.846784,135.544973,10000,1976,9
Atriplex acutibractea subsp. karoniensis,-34.582045,140.084414,10000,1979,9
Atriplex paludosa subsp. cordata,-34.6,136.3,1000,1980,9
Atriplex nessorhina,-31.733333,135.166667,30000,1980,9
Atriplex vesicaria,-30.5,132.3,1000,1980,9
Atriplex paludosa subsp. cordata,-34.65,136.18,1000,1980,9
Atriplex fissivalvis,-29.3482,136.6236,10000,1980,9
Atriplex quinii,-29.266667,135.5,30000,1978,9
Atriplex incrassata,-30.004553,136.044128,30000,1978,9
Atriplex paludosa subsp. cordata,-34.56541,136.234451,10000,1980,9
Atriplex cinerea,-34.55041,136.211951,10000,1980,9
Atriplex paludosa subsp. cordata,-34.65,136.18,10000,1980,9
Atriplex paludosa subsp. cordata,-34.65,136.37,10000,1980,9
Atriplex paludosa subsp. cordata,-34.482074,136.367783,10000,1980,9
Atriplex paludosa subsp. cordata,-34.65,136.37,10000,1980,9
Atriplex cinerea,-34.65,136.366667,10000,1980,9
Atriplex eardleyae,-32.121778,137.150805,30000,1939,9
Atriplex velutinella,-30.216667,141,30000,1959,9
Atriplex paludosa subsp. cordata,-34.6,136.3,1000,1980,9
Atriplex paludosa subsp. cordata,-34.532075,136.28445,10000,1980,9
Atriplex vesicaria,-31.466667,135.366667,1000,1980,9
Atriplex vesicaria,-31.466667,135.366667,1000,1980,9
Atriplex paludosa subsp. cordata,-34.55,136.27,10000,1980,9
Atriplex paludosa subsp. cordata,-34.6,136.3,1000,1980,9
Atriplex cinerea,-34.583333,136.3,10000,1980,9
Atriplex paludosa subsp. cordata,-34.52,136.25,10000,1980,9
Atriplex paludosa subsp. cordata,-34.52,136.25,1000,1980,9
Atriplex paludosa subsp. cordata,-34.682076,136.267786,10000,1980,9
Atriplex paludosa subsp. cordata,-34.682076,136.267786,1000,1980,9
Atriplex vesicaria,-30.85,134.883333,1000,1980,9
Atriplex vesicaria,-30.85,134.883333,1000,1980,9
Atriplex lindleyi,-31.606111,137.616667,1000,1968,9
Atriplex semibaccata,-33.979722,140.940278,1000,1979,9
Atriplex suberecta,-33.966667,140.933333,1000,1979,9
Atriplex lindleyi,-33.966667,140.933333,1000,1979,9
Atriplex lindleyi,-33.975,140.891667,1000,1979,9
Atriplex leptocarpa,-34.041667,140.833333,1000,1979,9
Atriplex leptocarpa,-34.041667,140.833333,1000,1979,9
Atriplex lindleyi,-34.075,140.783333,1000,1979,9
Atriplex suberecta,-34.075,140.783333,1000,1979,9
Atriplex leptocarpa,-34.075,140.783333,1000,1979,9
Atriplex pseudocampanulata,-28.6,140.266667,1000,1959,9
Atriplex nummularia,-29.4,136.783333,10000,1954,9
Atriplex nummularia,-34.174167,140.741667,10000,1940,9
Atriplex nummularia,-30.283333,138.116667,10000,1918,9
Atriplex nummularia,-31.4612,139.6222,30000,1972,9
Atriplex nummularia,-31.4612,139.6222,30000,1972,9
Atriplex holocarpa,-28.604244,140.273799,30000,1959,9
Atriplex holocarpa,-32.550942,137.735526,10000,1968,9
Atriplex holocarpa,-32.975,137.991667,10000,1936,9
Atriplex holocarpa,-31.5593,138.5736,30000,1960,9
Atriplex spongiosa,-29.647872,138.064662,10000,1936,9
Atriplex vesicaria,-32.123056,137.149722,1000,1939,9
Atriplex eardleyae,-32.932053,137.984416,10000,1936,9
Atriplex fissivalvis,-31.02,137.05,10000,1927,9
Atriplex fissivalvis,-31.02,137.05,30000,1927,9
Atriplex fissivalvis,-31.016667,137.05,10000,1927,9
Atriplex cinerea,-34.9,138.5,10000,1944,9
Atriplex incrassata,-30.265374,138.117723,10000,1883,9
Atriplex limbata,-31.016667,137.05,10000,1927,9
Atriplex limbata,-31.016667,137.05,10000,1927,9
Atriplex angulata,-31.024,137.049,30000,1927,9
Atriplex angulata,-31.024,137.049,10000,1927,9
Atriplex leptocarpa,-31.016667,137.05,10000,1927,9
Atriplex leptocarpa,-31.012885,137.057462,10000,1927,9
Atriplex vesicaria,-33.108333,140.55,1000,1980,9
Atriplex vesicaria,-33.158333,140.9,1000,1980,9
Atriplex paludosa subsp. cordata,-34.18,138.15,10000,1932,9
Atriplex paludosa subsp. cordata,-33.1,138,1000,1932,9
Atriplex velutinella,-32.500833,137.795,10000,1920,9
Atriplex velutinella,-32.500833,137.795,10000,1920,9
Atriplex velutinella,-28.571667,140.351667,30000,1916,9
Atriplex stipitata,-31.651111,139.550833,30000,1922,9
Atriplex vesicaria,-32.933333,139.283333,30000,1907,9
Atriplex vesicaria,-32.483333,137.75,10000,1920,9
Atriplex vesicaria,-32.483333,137.75,10000,1920,9
Atriplex vesicaria,-32.483333,137.75,10000,1920,9
Atriplex vesicaria,-32.483333,137.75,10000,1920,9
Atriplex vesicaria,-31.025,137.048056,30000,1927,9
Atriplex vesicaria,-32.483333,137.75,10000,1920,9
Atriplex vesicaria,-32.483333,137.75,10000,1920,9
Atriplex vesicaria,-32.483333,137.75,10000,1920,9
Atriplex vesicaria,-30.716667,134.566667,10000,1920,9
Atriplex vesicaria,-32.483333,137.75,10000,1920,9
Atriplex vesicaria,-32.483333,137.75,10000,1920,9
Atriplex vesicaria,-30.716667,134.566667,10000,1920,9
Atriplex spongiosa,-30.833333,137.466667,1000,1975,9
Atriplex lindleyi,-30.024444,136.021944,10000,1975,9
Atriplex turbinata,-30.051667,135.920278,1000,1975,9
Atriplex fissivalvis,-30.05,135.9,1000,1975,9
Atriplex quinii,-30.05,135.9,1000,1975,9
Atriplex acutibractea subsp. acutibractea,-30.15,135.75,10000,1975,9
Atriplex vesicaria,-30.78,134.35,1000,1975,9
Atriplex cinerea,-34.966667,138.516667,10000,1917,9
Atriplex cinerea,-35.266667,138.466667,10000,1904,9
Atriplex cinerea,-34.915671,138.499711,10000,1914,9
Atriplex angulata,-29.4,136.716667,10000,1930,9
Atriplex vesicaria,-30.683333,134.55,10000,1920,9
Atriplex vesicaria,-32.666667,137.15,1000,1974,9
Atriplex lindleyi,-32.683333,137.133333,1000,1974,9
Atriplex eardleyae,-32.683333,137.133333,10000,1974,9
Atriplex holocarpa,-32.683333,137.133333,1000,1974,9
Atriplex paludosa subsp. paludosa,-35.9,139.4,1000,1974,9
Atriplex quinii,-30.05,135.9,1000,1975,9
Atriplex incrassata,-30.050388,135.921352,10000,1975,9
Atriplex incrassata,-30.050388,135.921352,10000,1975,9
Atriplex angulata,-30.016667,136.033333,1000,1975,9
Atriplex acutiloba,-30.066667,135.75,1000,1975,9
Atriplex limbata,-30.483333,136.483333,1000,1975,9
Atriplex velutinella,-30.483333,136.483333,1000,1975,9
Atriplex eardleyae,-33.5562,139.5952,30000,1937,9
Atriplex lindleyi subsp. inflata,-33.5,139.6,10000,1937,9
Atriplex vesicaria,-33.583333,140.016667,10000,1937,9
Atriplex eardleyae,-33.5562,139.5952,30000,1937,9
Atriplex angulata,-33.542043,139.76635,10000,1937,9
Atriplex eardleyae,-31.302597,138.586617,10000,1971,9
Atriplex limbata,-32.5,137.766667,10000,1920,9
Atriplex limbata,-32.483333,137.75,10000,1920,9
Atriplex limbata,-32.483333,137.75,10000,1920,9
Atriplex fissivalvis,-29.4762,137.0844,10000,1930,9
Atriplex paludosa subsp. paludosa,-35.9,139.4,1000,1974,9
Atriplex pseudocampanulata,-27.95,139.4,1000,1983,9
Atriplex semibaccata,-32.975,138.966667,10000,1975,9
Atriplex nummularia,-32.191667,139.233333,1000,1975,9
Atriplex eardleyae,-27.933333,139.416667,1000,1983,9
Atriplex holocarpa,-31.220922,139.773827,10000,1979,9
Atriplex vesicaria,-31.516667,139.766667,1000,1979,9
Atriplex vesicaria,-31.383333,139.283333,1000,1979,9
Atriplex vesicaria,-29.65,138.066667,10000,1984,9
Atriplex velutinella,-29.233333,137.9,1000,1971,9
Atriplex angulata,-29.433333,138.25,10000,1971,9
Atriplex pseudocampanulata,-29.433333,138.200556,1000,1971,9
Atriplex vesicaria,-31.770833,133.373611,125000,1984,9
Atriplex vesicaria,-28.083333,135.9,30000,1983,9
Atriplex holocarpa,-28.054825,135.804947,10000,1983,9
Atriplex spongiosa,-29.4,136.816667,1000,1983,9
Atriplex spongiosa,-29.4,136.816667,1000,1983,9
Atriplex quinii,-28.8,134.366667,10000,1983,9
Atriplex vesicaria,-27.316667,133.55,1000,1983,9
Atriplex vesicaria,-32.883333,140.35,1000,1972,9
Atriplex vesicaria,-32.883333,140.35,1000,1972,9
Atriplex vesicaria,-32.883333,140.35,1000,1972,9
Atriplex suberecta,-33.958333,140.925,1000,1979,9
Atriplex vesicaria,-31.033333,137.05,30000,1927,9
Atriplex vesicaria,-32.116667,137.15,10000,1930,9
Atriplex vesicaria,-31.333333,137.35,30000,1927,9
Atriplex vesicaria,-31.016667,137.05,10000,1927,9
Atriplex vesicaria,-31.016667,137.05,30000,1927,9
Atriplex vesicaria,-31.025,137.048056,10000,1927,9
Atriplex stipitata,-31.02,137.05,10000,1927,9
Atriplex velutinella,-31.016667,137.05,30000,1927,9
Atriplex velutinella,-31.016667,137.05,30000,1927,9
Atriplex velutinella,-30.2,138.6,10000,1899,9
Atriplex velutinella,-31.016667,137.05,30000,1927,9
Atriplex vesicaria,-31.016667,137.05,10000,1927,9
Atriplex lobativalvis,-27.1,140.65,1000,1983,9
Atriplex limbata,-27.833333,140.183333,1000,1983,9
Atriplex pseudocampanulata,-26.95,140.183333,1000,1983,9
Atriplex pseudocampanulata,-27.783333,140.183333,1000,1983,9
Atriplex nummularia subsp. nummularia,-28.616667,140,1000,1983,9
Atriplex nummularia,-28.683333,140.25,1000,1983,9
Atriplex nummularia,-27.933333,139.416667,1000,1983,9
Atriplex nummularia,-27.866667,139.416667,1000,1983,9
Atriplex nummularia,-26.95,140.183333,1000,1983,9
Atriplex nummularia,-28.616667,140,1000,1983,9
Atriplex velutinella,-27.55,140.466667,1000,1983,9
Atriplex velutinella,-27.416667,140.133333,1000,1983,9
Atriplex velutinella,-27.083333,140.2,1000,1983,9
Atriplex spongiosa,-27.933333,139.383333,1000,1983,9
Atriplex holocarpa,-27.516667,139.833333,1000,1983,9
Atriplex holocarpa,-27.416667,140.166667,1000,1983,9
Atriplex spongiosa,-28.616667,140,1000,1983,9
Atriplex spongiosa,-27.083333,140.2,1000,1983,9
Atriplex spongiosa,-27.683333,140.45,1000,1983,9
Atriplex spongiosa,-26.933333,140.633333,1000,1983,9
Atriplex spongiosa,-26.95,140.183333,1000,1983,9
Atriplex leptocarpa,-27.083333,140.2,1000,1983,9
Atriplex lindleyi,-27.416667,139.95,1000,1983,9
Atriplex velutinella,-27.416667,139.95,1000,1983,9
Atriplex leptocarpa,-27.866667,139.416667,1000,1983,9
Atriplex leptocarpa,-27.933333,139.4,1000,1983,9
Atriplex leptocarpa,-27.933333,139.383333,1000,1983,9
Atriplex leptocarpa,-27.933333,139.416667,1000,1983,9
Atriplex acutibractea subsp. acutibractea,-30.982087,132.06778,1000,1984,9
Atriplex paludosa subsp. cordata,-31.429318,131.281679,150,1984,9
Atriplex cryptocarpa,-30.566667,129.35,1000,1984,9
Atriplex acutibractea subsp. acutibractea,-29.965429,130.017784,1000,1984,9
Atriplex vesicaria,-31.569444,130.386111,150,1984,9
Atriplex nummularia subsp. spathulata,-31.563889,129.102778,150,1984,9
Atriplex vesicaria,-31.563889,129.102778,150,1984,9
Atriplex cinerea,-35.117622,137.827776,10000,1981,9
Atriplex acutibractea,-30.716667,134.566667,10000,1920,9
Atriplex stipitata,-30.405,136.389722,30000,1971,9
Atriplex holocarpa,-30.417884,136.718014,10000,1971,9
Atriplex fissivalvis,-30.419167,136.716944,1000,1971,9
Atriplex acutibractea subsp. acutibractea,-31.360929,138.773282,1000,1971,9
Atriplex eardleyae,-31.3362,138.6013,1000,1971,9
Atriplex eardleyae,-31.3362,138.6013,10000,1971,9
Atriplex limbata,-32.066667,139.9,10000,1973,9
Atriplex cinerea,-32.8,134.133333,10000,1973,9
Atriplex vesicaria,-32.8,134.133333,10000,1973,9
Atriplex cinerea,-32.8,134.133333,1000,1973,9
Atriplex vesicaria,-32.8,134.133333,1000,1973,9
Atriplex angulata,-31.4062,139.0055,10000,1942,9
Atriplex angulata,-31.4062,139.0055,10000,1942,9
Atriplex acutibractea subsp. acutibractea,-34.204821,140.174131,10000,1968,9
Atriplex stipitata,-34.052222,139.6,10000,1972,9
Atriplex limbata,-30.183056,138.814722,10000,1971,9
Atriplex turbinata,-29.575372,138.064661,10000,1971,9
Atriplex velutinella,-29.238333,137.905278,30000,1971,9
Atriplex eardleyae,-29.586757,138.634656,10000,1971,9
Atriplex nummularia,-29.587778,139.546667,30000,1971,9
Atriplex vesicaria,-29.583056,139.375833,10000,1971,9
Atriplex eardleyae,-29.583333,139.05,10000,1971,9
Atriplex leptocarpa,-29.583333,138.883889,10000,1971,9
Atriplex angulata,-29.586473,139.547703,30000,1971,9
Atriplex velutinella,-29.583333,139.416667,1000,1971,9
Atriplex cordifolia,-29.577585,139.414094,10000,1971,9
Atriplex fissivalvis,-30.303333,138.347778,1000,1971,9
Atriplex eardleyae,-30.961758,139.265218,10000,1971,9
Atriplex cordifolia,-29.759248,140.10631,30000,1971,9
Atriplex limbata,-30.618889,139.35,1000,1971,9
Atriplex angulata,-30.022594,138.276885,10000,1971,9
Atriplex spongiosa,-30.021667,138.283056,1000,1971,9
Atriplex eichleri,-30.022594,138.276885,10000,1971,9
Atriplex lindleyi subsp. quadripartita,-30.45,138.42,10000,1971,9
Atriplex obconica,-30.283333,138.35,10000,1971,9
Atriplex eichleri,-32.064,139.383,30000,1971,9
Atriplex eardleyae,-31.360929,138.773282,1000,1971,9
Atriplex acutibractea subsp. karoniensis,-33.486111,135.966944,15,2003,9
Atriplex semibaccata,-34.809722,138.508611,150,2002,9
Atriplex cinerea,-34.8075,138.5075,150,2002,9
Atriplex angulata,-30.50316,137.033012,30000,2001,9
Atriplex velutinella,-30.865278,136.904722,150,2001,9
Atriplex holocarpa,-30.933889,136.905556,150,2001,9
Atriplex holocarpa,-30.933889,136.905556,150,2001,9
Atriplex obconica,-29.463434,136.885504,10000,2001,9
Atriplex acutibractea subsp. karoniensis,-32.594444,134.613333,15,1999,9
Atriplex stipitata,-32.576389,135.240278,15,1999,9
Atriplex vesicaria,-32.56,135.185,15,1999,9
Atriplex semibaccata,-32.607778,134.466389,15,1999,9
Atriplex stipitata,-32.960278,135.368056,15,1999,9
Atriplex semibaccata,-32.541389,134.309444,15,1999,9
Atriplex vesicaria,-32.520556,134.246667,150,1999,9
Atriplex acutibractea subsp. karoniensis,-32.576944,134.709444,15,1999,9
Atriplex acutibractea subsp. karoniensis,-32.875278,135.025833,15,1999,9
Atriplex acutibractea subsp. karoniensis,-32.875278,135.025833,15,1999,9
Atriplex vesicaria,-32.7519,134.0925,150,1999,9
Atriplex paludosa subsp. cordata,-34.131389,138.076667,15,2004,9
Atriplex paludosa subsp. cordata,-34.123889,138.108333,15,2004,9
Atriplex paludosa subsp. cordata,-33.896667,138.311111,15,2004,9
Atriplex lindleyi subsp. inflata,-33.320556,138.012222,15,2004,9
Atriplex nummularia subsp. nummularia,-33.2975,137.9894,150,2004,9
Atriplex suberecta,-29.876111,133.608333,150,2004,9
Atriplex suberecta,-33.493056,138.076944,150,2004,9
Atriplex acutibractea subsp. karoniensis,-34.028333,138.075833,15,2004,9
Atriplex paludosa subsp. cordata,-33.896667,138.311111,15,2004,9
Atriplex vesicaria,-31.975556,133.547778,150,2005,9
Atriplex paludosa,-34.776389,138.512778,15,2003,9
Atriplex nummularia,-26.1793,134.9336,30000,1956,9
Atriplex suberecta,-31.014167,137.056389,1000,1927,9
Atriplex suberecta,-31.014167,137.056389,10000,1927,9
Atriplex suberecta,-33.5575,139.594167,30000,1937,9
Atriplex obconica,-30.483333,138.416667,30000,1962,9
Atriplex nummularia,-29.858333,138.175,30000,1962,9
Atriplex holocarpa,-30.069558,135.3908,10000,1963,9
Atriplex elachophylla,-26.55,131,10000,1963,9
Atriplex elachophylla,-26.016667,131.316667,1000,1963,9
Atriplex nummularia,-26.15,130.82,10000,1963,9
Atriplex nummularia,-26.15,130.82,10000,1963,9
Atriplex elachophylla,-26.15,130.82,10000,1963,9
Atriplex cryptocarpa,-30.711549,129.51196,10000,1920,9
Atriplex spongiosa,-30.5,132.583333,10000,1920,9
Atriplex vesicaria,-30.716667,129.516667,1000,1920,9
Atriplex vesicaria,-30.716667,129.516667,1000,1920,9
Atriplex vesicaria,-30.716667,129.516667,1000,1920,9
Atriplex quinii,-27.55,135.45,10000,1931,9
Atriplex holocarpa,-26.283333,134.883333,30000,1932,9
Atriplex quinii,-27.25,135.65,30000,1931,9
Atriplex vesicaria,-30.683333,134.55,10000,1920,9
Atriplex suberecta,-30.5575,138.421944,10000,1963,9
Atriplex holocarpa,-30.6,138.4,1000,1963,9
Atriplex angulata,-30.482039,138.416611,10000,1963,9
Atriplex eardleyae,-30.482039,138.416611,10000,1963,9
Atriplex elachophylla,-27,132.532778,10000,1963,9
Atriplex holocarpa,-29.145409,132.199151,30000,1956,9
Atriplex lindleyi subsp. conduplicata,-30.98204,138.584391,30000,1956,9
Atriplex holocarpa,-33.2712,136.0064,30000,1961,9
Atriplex vesicaria,-32.122,137.796,10000,1960,9
Atriplex holocarpa,-31.134556,136.385802,10000,1963,9
Atriplex lindleyi subsp. inflata,-31.132056,136.384413,10000,1963,9
Atriplex spongiosa,-31.416389,137.015278,1000,1963,9
Atriplex spongiosa,-28.621779,134.802459,10000,1998,9
Atriplex leptocarpa,-27.18,140.15,150,2007,9
Atriplex lindleyi,-27.286389,140.580278,15,2008,9
Atriplex velutinella,-27.0697,140.6725,15,2008,9
Atriplex spongiosa,-27.110556,140.640833,15,2008,9
Atriplex spongiosa,-27.110556,140.640833,15,2008,9
Atriplex nummularia,-33.183333,138,10000,1958,9
Atriplex nummularia,-33.183333,138,10000,1958,9
Atriplex paludosa subsp. cordata,-33.158443,138.009696,10000,1958,9
Atriplex acutiloba,-32.263418,140.82577,1000,1956,9
Atriplex holocarpa,-30.565556,138.408333,1000,1956,9
Atriplex lindleyi subsp. lindleyi,-30.508984,138.417722,1000,1956,9
Atriplex fissivalvis,-30.505373,138.421888,1000,1956,9
Atriplex lindleyi subsp. conduplicata,-30.70704,138.40939,1000,1956,9
Atriplex quadrivalvata var. sessilifolia,-28.2,134.5,30000,1955,9
Atriplex quadrivalvata var. sessilifolia,-28.2,134.5,30000,1955,9
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1953,9
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1954,9
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1955,9
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1955,9
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1955,9
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1955,9
Atriplex cinerea,-34.961516,137.083337,1000,1957,9
Atriplex leptocarpa,-34.653889,139.655556,15,2012,9
Atriplex holocarpa,-33.637778,136.929167,150,2012,9
Atriplex lindleyi subsp. inflata,-33.63,136.96,150,2012,9
Atriplex semibaccata,-34.209167,136.293056,150,2012,9
Atriplex vesicaria,-30.886944,132.201944,15,2007,9
Atriplex paludosa subsp. cordata,-31.878333,132.144444,150,2005,9
Atriplex paludosa subsp. cordata,-31.983889,132.374167,15,2005,9
Atriplex paludosa subsp. cordata,-32.163611,133.189722,15,2005,9
Atriplex vesicaria,-30.575278,138.451667,150,2010,9
Atriplex fissivalvis,-30.576944,138.444167,150,2010,9
Atriplex vesicaria,-30.575278,138.451667,150,2010,9
Atriplex vesicaria,-30.575278,138.451667,150,2010,9
Atriplex spongiosa,-30.575278,138.451667,150,2010,9
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1953,9
Atriplex cinerea,-34.981783,138.515268,10000,1950,9
Atriplex velutinella,-30.45,138.216667,10000,1955,9
Atriplex cinerea,-34.981783,138.515268,10000,1950,9
Atriplex cinerea,-32.664858,134.294169,1000,1955,9
Atriplex elachophylla,-26.282323,135.109106,10000,1932,9
Atriplex nummularia,-27.25,135.65,30000,1931,9
Atriplex angulata,-27.25149,135.650497,30000,1931,9
Atriplex suberecta,-34.916944,138.497778,10000,1922,9
Atriplex semibaccata,-34.35,138.916667,10000,1938,9
Atriplex nummularia,-27.116667,135.533333,30000,1932,9
Atriplex fissivalvis,-26.633156,135.30244,10000,1932,9
Atriplex fissivalvis,-27.545658,135.446612,10000,1931,9
Atriplex nummularia,-26.416667,134.866667,125000,1932,9
Atriplex nummularia,-26.633333,135.3,125000,1932,9
Atriplex lindleyi subsp. conduplicata,-27.065379,135.517719,30000,1931,9
Atriplex eardleyae,-27.545658,135.446612,10000,1931,9
Atriplex acutibractea subsp. acutibractea,-30.715438,129.517794,10000,1920,9
Atriplex limbata,-27.55,135.45,10000,1931,9
Atriplex limbata,-27.545658,135.446612,10000,1931,9
Atriplex limbata,-26.276768,135.14216,10000,1932,9
Atriplex vesicaria,-29.216667,135.566667,1000,1953,9
Atriplex vesicaria,-31.637946,129.206694,30000,1962,9
Atriplex vesicaria,-32.089444,139.349722,1000,1966,9
Atriplex eardleyae,-31.024,137.049,30000,1927,9
Atriplex eardleyae,-31.024,137.049,30000,1927,9
Atriplex holocarpa,-31.649814,139.551888,10000,1962,9
Atriplex semibaccata,-35.382054,139.567762,10000,1959,9
Atriplex vesicaria,-33.014444,139.896111,10000,1961,9
Atriplex angulata,-32.871485,139.701622,30000,1961,9
Atriplex holocarpa,-32.5801,139.5586,10000,1961,9
Atriplex lindleyi subsp. conduplicata,-32.999722,139.754722,30000,1961,9
